"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC_Os07g48690",604.02145783255,-1.83804332154501,0.461013622456095,-3.98696097471623,6.6925028581959e-05,0.000388848222527447
"LOC_Os08g02630",8467.23377982932,-2.17613356386839,0.545858094986619,-3.98662872980154,6.70187727813393e-05,0.000389308355305583
"LOC_Os03g21660",302.295744360135,-1.18898161753772,0.298306172898308,-3.98577611044958,6.72599115838908e-05,0.000390513632485186
"LOC_Os08g23120",574.8007357474,-1.13858604210457,0.285667346016952,-3.98570595477512,6.72797896085589e-05,0.000390513632485186
"LOC_Os05g46420",48.4882201262059,-1.22844503897115,0.308218863268057,-3.98562575290135,6.73025209501586e-05,0.000390532693676522
"LOC_Os05g23140",63.7354640869612,2.12183109775673,0.532411206403814,3.98532388543941,6.73881433790872e-05,0.000390910415742595
"LOC_Os10g40360",912.462977348088,-2.95099139302862,0.740470324608689,-3.98529325883264,6.73968361421957e-05,0.000390910415742595
"LOC_Os02g46830",2659.07385507361,3.07680376316501,0.772083057847307,3.98506835746874,6.74607025066094e-05,0.000391196046004951
"LOC_Os11g10300",26.5316370794548,-3.06912635873808,0.770523894642403,-3.98316830935198,6.80025590063522e-05,0.000393996636806834
"LOC_Os06g19630",216.477253500485,2.86131884512811,0.718369737163941,3.98307263947997,6.80299507874106e-05,0.000394070007202416
"LOC_Os03g55770",103.272686882025,-4.43379019863082,1.1132091542832,-3.98289053011403,6.80821204011355e-05,0.000394286842738697
"LOC_Os02g03410",3681.83984678508,-2.43227322579423,0.610902031804011,-3.98144563148965,6.8497390167656e-05,0.000396434387048627
"LOC_Os05g01950",1694.6370676455,-2.10359803565528,0.528409377830317,-3.98100057249701,6.86257839795447e-05,0.000397031684205918
"LOC_Os02g42620",40.7923220696588,-4.18059835888978,1.05033621295319,-3.98024776003424,6.88434792066278e-05,0.000398179016353769
"LOC_Os01g70550",1242.13005480067,-1.38429217352567,0.347809820689414,-3.98002612686952,6.89076945718888e-05,0.000398464291326012
"LOC_Os08g44770",2001.78984227813,-1.40761714187864,0.353683355746383,-3.97987951371963,6.89502049908678e-05,0.000398623959536659
"LOC_Os04g20330",78.1514902686467,-1.30450698200045,0.327781196958091,-3.97981029450949,6.89702836923638e-05,0.00039865390159276
"LOC_Os11g11330",107.839776043494,-2.31307734568996,0.581305963464683,-3.97910479346131,6.91752470702747e-05,0.00039975224851237
"LOC_Os01g64670",284.518823794769,2.13740025217931,0.537170326120976,3.97899911488772,6.92059985732074e-05,0.000399843597025424
"LOC_Os05g34450",1104.72037254764,1.31901366058432,0.331530905831457,3.97855414799512,6.93356218260608e-05,0.000400419576425228
"LOC_Os05g14260",25.8572765917191,-3.21748416358095,0.808732538220658,-3.97842798641432,6.93724157169503e-05,0.000400545609607838
"LOC_Os02g46420",1069.41955737108,-2.22200312523571,0.558531098851542,-3.97829794939731,6.94103591763341e-05,0.000400631676020617
"LOC_Os11g11780",42.0398226210793,-1.40722226696553,0.353728558824407,-3.97825460189684,6.94230118924782e-05,0.000400631676020617
"LOC_Os04g41560",17113.4597336701,-1.94962145292304,0.490073447694817,-3.97822298288872,6.94322425514875e-05,0.000400631676020617
"LOC_Os08g41820",120.375998665105,-3.64428367084365,0.916351612534675,-3.97694904553436,6.98051153507972e-05,0.000402667050844591
"LOC_Os03g20210",24.8359246347574,3.24019231947385,0.814750193110829,3.97691506779808,6.98150862934691e-05,0.000402667050844591
"LOC_Os01g17150",1009.52245668055,-1.75216670565576,0.440612728432985,-3.97665930325537,6.98901849803325e-05,0.000403013316666762
"LOC_Os02g30114",41.282875374132,1.70091311300684,0.427757882613941,3.97634545648324,6.99824424524784e-05,0.00040345835601347
"LOC_Os08g20440",82.998551026035,2.4491446632898,0.616013971402795,3.97579401926969,7.01448204311586e-05,0.000404220291935404
"LOC_Os05g05460",52.1926223735276,-1.18066386608697,0.296976519332161,-3.9756135223823,7.01980475086891e-05,0.000404388484158519
"LOC_Os01g56730",36.007237380901,-2.46607865164533,0.620304676928904,-3.97559254889831,7.02042348974555e-05,0.000404388484158519
"LOC_Os08g36970",124.684711996019,2.24227163448289,0.564119122087765,3.97481940726348,7.04326798492645e-05,0.000405529757272847
"LOC_Os03g07300",4771.20700799324,-2.78538800474232,0.700853499043082,-3.97427994373344,7.05924948222346e-05,0.000406275068071351
"LOC_Os02g27490",1318.1585266053,-2.07591200157097,0.522371823347881,-3.97401220507349,7.06719391753259e-05,0.000406644818188176
"LOC_Os07g47280",11.3790339763227,-1.78857199116886,0.450092640414021,-3.9737863510135,7.07390211423597e-05,0.000406943291697479
"LOC_Os03g51930",1470.2005371033,-2.36366097563589,0.59489641209068,-3.97323118377725,7.0904170051889e-05,0.000407718025770114
"LOC_Os12g18729",5086.02291770246,-1.08039901762985,0.271957117422895,-3.97268153107325,7.10680377912181e-05,0.000408572500889951
"LOC_Os12g43110",425.963916095833,4.08488444032907,1.028301656873,3.97245731641719,7.11349856388701e-05,0.000408869532922365
"LOC_Os01g55450",287.644551244772,-1.75041116097046,0.440726017282847,-3.97165379925164,7.13753966956895e-05,0.000409987143407013
"LOC_Os04g35890",661.597418194533,3.10621998847552,0.782146173259342,3.97140597841366,7.14496992398441e-05,0.000410296746538189
"LOC_Os04g58730",9967.00096859461,-1.49113418164702,0.375470812891036,-3.97137175634408,7.14599655728793e-05,0.000410296746538189
"LOC_Os10g25660",143.121822813391,1.43735304720105,0.361953076938281,3.97110326940567,7.15405578272389e-05,0.00041067135061695
"LOC_Os12g02310",12025.4134518277,1.69861832218319,0.427853144615625,3.97009661740173,7.18434927028633e-05,0.000412056696839831
"LOC_Os03g06390",3250.19457730511,-2.8667247277357,0.722406271582851,-3.9682998895545,7.23872053853705e-05,0.000414997228903144
"LOC_Os02g41890",62.5428259709928,1.15107615926751,0.290100366144949,3.96785489988791,7.25224650000634e-05,0.000415683606157176
"LOC_Os11g28430",83.2528814016037,-1.26723398225525,0.319400365912883,-3.96754079674688,7.26180840708852e-05,0.00041614252675104
"LOC_Os02g02860",688.558709420936,-1.19481300319414,0.301255239289903,-3.96611526495097,7.30535441276929e-05,0.000418279611958175
"LOC_Os05g42020",385.399227191579,1.19494384316205,0.301299470216888,3.96596728929488,7.30988877715054e-05,0.000418360179938909
"LOC_Os04g13430",21.0993076206989,1.78147101979906,0.449309451226591,3.96490885053884,7.34239983286141e-05,0.000420041158708659
"LOC_Os03g02460",2616.56923588475,3.35661565498913,0.846704698626771,3.96432860291559,7.36028073394634e-05,0.000420974072931741
"LOC_Os04g47020",457.941525020253,-1.86252041982153,0.469833176259105,-3.96421647924321,7.3637406797692e-05,0.000420991977837404
"LOC_Os01g27140",17.6415055322164,-4.47210768697195,1.12821104862712,-3.96389283052484,7.37373655938022e-05,0.000421473393255238
"LOC_Os04g19740",1002.24517862018,1.57285017946841,0.396843186352909,3.96340477437273,7.38883442719891e-05,0.000421975782143296
"LOC_Os06g27820",135.545918871536,1.72764050999006,0.435912348575156,3.9632749924087,7.39285411070891e-05,0.000422115246662671
"LOC_Os09g32230",71.9501517343045,4.15394482922543,1.04815967774422,3.9630839817892,7.3987739663177e-05,0.000422363124051198
"LOC_Os08g44640",1093.44154853442,-1.63212987940952,0.411884847893629,-3.96258781491042,7.41417226648905e-05,0.000423151862547315
"LOC_Os05g06670",169.726289264576,4.89279988515741,1.23494979586062,3.96194234094162,7.43424960409984e-05,0.000424116806838583
"LOC_Os03g11230",1288.5261303951,-1.42664126027384,0.360311606491035,-3.95946518117322,7.51177948137576e-05,0.000428357143656628
"LOC_Os04g57930",809.569560859223,-2.02679631442355,0.511970750706226,-3.95881270878801,7.53232735202634e-05,0.000429345868408217
"LOC_Os02g56219",503.785372822238,-1.12383444556084,0.28388761875798,-3.95873004422545,7.53493444145104e-05,0.000429402994495131
"LOC_Os03g14510",313.819592415557,-1.27991650888353,0.323353262620149,-3.95826069145644,7.54975315539678e-05,0.000430064286620814
"LOC_Os07g25740",107.05459570532,2.77421819712416,0.701190945064901,3.95643756761203,7.60757585954954e-05,0.000433265857169237
"LOC_Os06g21910",13.5535714034601,5.67383157381785,1.43409722584236,3.95637859942526,7.60945308425369e-05,0.000433280542077659
"LOC_Os01g45040",92.8771386928646,-1.28276373283691,0.32424933954441,-3.95610283937439,7.61823759186735e-05,0.00043368843618724
"LOC_Os08g30770",151.721614903736,1.09084488575225,0.275764235532203,3.95571559033756,7.63058983972002e-05,0.000434206851874838
"LOC_Os04g29970",45.3990887126251,2.72607731891577,0.689172396952474,3.95558111579991,7.63488365966908e-05,0.000434358807565609
"LOC_Os01g42030",556.121560253857,1.52552580579441,0.385775429140993,3.95444004609444,7.67141047726849e-05,0.00043615864583467
"LOC_Os03g38350",99.0019316980337,-5.1044174644426,1.29095823393452,-3.9539756827652,7.68632247834659e-05,0.000436913627003699
"LOC_Os03g14110",717.142009831005,-2.20232889438417,0.55716368375782,-3.95275025739374,7.7258060100785e-05,0.000438971470812615
"LOC_Os04g22050",48.2052513429888,-1.66979877421638,0.422466928207109,-3.95249583512437,7.73402756837074e-05,0.000439345311293689
"LOC_Os09g11180",4.33352635299487,3.86724574438849,0.978519414092072,3.95214002777527,7.74553922135123e-05,0.000439905853123485
"LOC_Os04g41110",342.014850803179,1.44018703859868,0.364501426197037,3.95111496167416,7.77879444719825e-05,0.000441651933817815
"LOC_Os03g15600",919.122644388627,-1.31125806766425,0.331872431753626,-3.95109066678276,7.77958425804814e-05,0.000441651933817815
"LOC_Os04g37530",59.6120617065261,1.52617915895934,0.386364451739735,3.95010242812765,7.81177558637588e-05,0.000443291341652329
"LOC_Os11g08480",19.3065800414687,1.1261796523251,0.285173813578381,3.94909910623881,7.84458705141438e-05,0.000444964534974863
"LOC_Os01g56330",2206.36708356866,-1.35827708072797,0.343983748352963,-3.94866643331719,7.85877685213886e-05,0.000445674933140796
"LOC_Os07g47150",476.12083201031,1.85380091100444,0.469502527354552,3.94843648968158,7.86632788049238e-05,0.000446008622103103
"LOC_Os05g41760",899.024056884859,1.05221621929264,0.26655190173325,3.94750970617963,7.89683175033625e-05,0.000447643284559315
"LOC_Os11g05860",4596.31478136842,1.03950997641654,0.26345538774331,3.94567742690976,7.95746821601736e-05,0.000450985002304089
"LOC_Os03g01012",23.0138654153274,-1.15729633168453,0.293408630089923,-3.94431592325639,8.00280984490019e-05,0.000453458662029118
"LOC_Os06g02610",11.9816842473632,-3.68235176297276,0.933609959866899,-3.94420788259129,8.00641832098452e-05,0.000453567073038877
"LOC_Os09g17930",117.979063734249,2.23018093232751,0.56556444362998,3.94328348863918,8.03735531456158e-05,0.00045512693925166
"LOC_Os05g02240",213.552424329098,-2.49449814606562,0.632926652864287,-3.94121204214874,8.1070919043514e-05,0.000458478659534126
"LOC_Os04g28020",70.995088744677,-1.20174248636164,0.304924218721694,-3.94111852249582,8.11025375831596e-05,0.000458478659534126
"LOC_Os07g39130",13.2584041829538,1.59720896436691,0.405349354929705,3.94032689319042,8.13706509252013e-05,0.000459897155926211
"LOC_Os02g04550",22.4563087596364,-1.79301187553596,0.455123657878417,-3.93961474974554,8.1612559183144e-05,0.000461069601668961
"LOC_Os03g28300",414.778321790564,-5.12535383729953,1.30136701533293,-3.93843840892825,8.20136402080508e-05,0.000462849852457531
"LOC_Os01g66360",329.538498949472,-1.35640131495305,0.344400929683194,-3.93843685672036,8.2014170672042e-05,0.000462849852457531
"LOC_Os09g30438",786.453529051264,3.7018000693085,0.940094667017481,3.93768861709718,8.22702579928892e-05,0.000464197179008381
"LOC_Os09g30120",357.766813768839,-2.52204057053378,0.640585614658566,-3.93708586771503,8.24771002561523e-05,0.000465266138404725
"LOC_Os08g01770",863.717382868446,-2.27165823903655,0.577025845336772,-3.93683967086558,8.25617276024361e-05,0.000465645359133807
"LOC_Os11g28600",1444.90500513279,-1.268949039297,0.32237202925291,-3.93628765571803,8.27517748779931e-05,0.000466520541221151
"LOC_Os01g40310",3814.41764766484,-1.74861795087522,0.444266314677351,-3.93596789381874,8.28620512527544e-05,0.000467043826273161
"LOC_Os06g05480",1267.11928239838,1.53473979076805,0.390026308086244,3.93496479326899,8.32088927499256e-05,0.00046875886249217
"LOC_Os11g47960",32.1770381951942,-3.40028620725271,0.864127461758264,-3.93493594143398,8.32188891029231e-05,0.00046875886249217
"LOC_Os04g33350",68.308723337331,-1.21054011013875,0.307646540789467,-3.93484063572541,8.32519179297351e-05,0.000468846204194484
"LOC_Os02g32320",12.8268398190913,4.45265715073701,1.13162830635788,3.93473468781264,8.32886494241658e-05,0.00046895435690088
"LOC_Os12g09540",32.851852527041,2.0436359204337,0.519437490494238,3.93432503011904,8.34308193978215e-05,0.000469557215777895
"LOC_Os03g10910",60.4963402440082,1.15759701100641,0.294239568189011,3.93419898666656,8.34746083638742e-05,0.000469704862541287
"LOC_Os07g43070",2038.89448253384,1.84922977247747,0.470091723274203,3.93376373359125,8.36259874226054e-05,0.000470457720664262
"LOC_Os12g16200",316.949410590337,-3.50978465040892,0.892344559080076,-3.93321684398141,8.38165609617979e-05,0.000471331632007958
"LOC_Os01g43070",1070.6759165243,-1.48559170056799,0.377838069722447,-3.9318211149535,8.43047899319255e-05,0.000473877932650966
"LOC_Os01g50840",584.132697198164,-2.79899165843274,0.711945145449329,-3.93147095155234,8.4427698857766e-05,0.000474469126368071
"LOC_Os05g12640",443.616889762108,-6.03062573056018,1.53404477196136,-3.93119277923662,8.45254592607326e-05,0.000474918771100412
"LOC_Os01g57294",25.5217607002894,1.96303813543141,0.499446881690031,3.93042425010018,8.4796106146892e-05,0.000476239424027339
"LOC_Os01g57324",25.5217607002894,1.96303813543141,0.499446881690031,3.93042425010018,8.4796106146892e-05,0.000476239424027339
"LOC_Os03g13290",21.2796584623498,2.01971758616861,0.513998639056753,3.92942205036774,8.51502733557474e-05,0.00047788288846512
"LOC_Os02g51450",383.846869451933,-1.54764348532063,0.393863137527737,-3.92939409114326,8.51601738750819e-05,0.00047788288846512
"LOC_Os12g37580",88.8273681555688,1.26587291027927,0.322184433644348,3.92903187767489,8.52885340779224e-05,0.000478402519452598
"LOC_Os05g07280",789.093612837936,3.38915246624533,0.862674299283096,3.92865820746231,8.54211458628968e-05,0.000478990400440848
"LOC_Os05g38570",307.521986974751,-2.38580961428123,0.607373927970289,-3.92807380167615,8.56289362837425e-05,0.000479980484451543
"LOC_Os08g01140",614.894344188364,-3.70682319404757,0.943683079559471,-3.92803820937214,8.56416068460033e-05,0.000479980484451543
"LOC_Os02g53800",4.86543446065487,-3.72990997980147,0.949579108216724,-3.92796129098303,8.56689952000797e-05,0.000480033431533682
"LOC_Os01g46240",73.5597967951692,1.18660320983748,0.302129752583559,3.92746228959794,8.58468758810148e-05,0.000480828765139718
"LOC_Os09g36180",259.083154064716,1.08397174391053,0.276102744819748,3.92597235720418,8.63800760022587e-05,0.000483612746080024
"LOC_Os03g14654",177.183224794598,3.91476864580163,0.997209835919639,3.92572205446749,8.6469957935317e-05,0.000483993885334719
"LOC_Os02g17620",287.757251590223,4.52785235323827,1.15339253021838,3.92568205065538,8.64843312074037e-05,0.000483993885334719
"LOC_Os02g12870",496.935574015937,-1.0506577050302,0.267644709485573,-3.92556874017653,8.65250556396351e-05,0.000484120532976595
"LOC_Os01g44210",2386.58556233805,-1.83906261377347,0.468500358492982,-3.92542413348232,8.65770544273138e-05,0.000484310196165003
"LOC_Os10g28094",11.2381560582986,2.55439456801729,0.650833075042064,3.92480755200125,8.67991010664773e-05,0.000485407297907012
"LOC_Os06g50930",200.512126707564,2.73046871376936,0.695700022120588,3.92477882269792,8.68094603260971e-05,0.000485407297907012
"LOC_Os02g07390",2.75753690898687,-3.9748408368548,1.01282218816434,-3.92451990418861,8.69028743076916e-05,0.000485726614785167
"LOC_Os09g24320",648.719109801066,-1.99445199731841,0.508332005063047,-3.92352237799987,8.72636556115267e-05,0.000487347584792256
"LOC_Os02g44630",24236.443610305,-1.3696597877128,0.349089840370409,-3.92351661182547,8.72657452062977e-05,0.000487347584792256
"LOC_Os07g33988",170.080716008753,-2.19176159445752,0.558950154444142,-3.92121117962147,8.81050058278495e-05,0.000491726644958269
"LOC_Os09g36350",10075.811641174,2.12058617529713,0.540881418148685,3.92061199394761,8.83243762724826e-05,0.00049284817759052
"LOC_Os07g49080",59.6433178128828,-2.41431171758218,0.615981160110349,-3.91945707746917,8.87486643495269e-05,0.000494906057385565
"LOC_Os04g51450",248.852042012046,-2.77026866400824,0.707086496294455,-3.9178639084837,8.93371166079749e-05,0.000497772572253848
"LOC_Os02g03020",583.773917674275,1.06523963115892,0.271914680722458,3.91755100654608,8.94531221500734e-05,0.000498315164740238
"LOC_Os01g56310",254.107822382753,-1.29818612479878,0.331413546315362,-3.91711847397893,8.96137139799651e-05,0.000499105855796825
"LOC_Os09g04440",2411.98867494456,-1.12452549348212,0.287098611927892,-3.91686147812013,8.97092610208324e-05,0.000499521483236291
"LOC_Os01g67120",5982.96775951447,-1.92011786422293,0.490255201864707,-3.91656805867572,8.98184674378521e-05,0.000499934036772867
"LOC_Os02g13150",1063.6170725104,1.44273079402638,0.368384795766663,3.91636899949643,8.98926258303029e-05,0.000500242740581444
"LOC_Os12g33300",123.650293130859,3.11047933280086,0.794360421479257,3.91570280781176,9.01412327556359e-05,0.000501417634846111
"LOC_Os07g02030",238.151735862127,-1.01117715040174,0.258296296620302,-3.9147953866647,9.04809057397379e-05,0.000503097903984295
"LOC_Os01g70480",45.633677440464,1.07706236992528,0.275172451320149,3.91413589826318,9.07285288659884e-05,0.000504265167914081
"LOC_Os06g50130",429.472212444548,-2.3937387599194,0.611609189913622,-3.91383713553661,9.08409181341708e-05,0.000504784964817835
"LOC_Os03g56480",85.3552634229663,4.02893803269059,1.02978548087963,3.91240516349982,9.13814288181547e-05,0.000507577643649273
"LOC_Os05g03750",719.579506210693,-3.04512853797051,0.778372561210161,-3.91217353966865,9.14691422120239e-05,0.000507959395812559
"LOC_Os01g57350",1492.32892455369,-1.77466218519412,0.45383578374187,-3.91036196080012,9.21579155342387e-05,0.000511359848202839
"LOC_Os06g03740",69.3267540325919,-1.19991230032296,0.306919835867552,-3.90952998176623,9.24758778367193e-05,0.000513017745676811
"LOC_Os07g48790",17.7164855338356,4.83916565364581,1.23789586575725,3.90918637625919,9.26074976452263e-05,0.000513641419360629
"LOC_Os02g44590",19.8588996300064,1.69331074100928,0.433188999430897,3.90894215511907,9.27011553195138e-05,0.000514054323674386
"LOC_Os03g03320",99.3328165120538,-1.21115148565259,0.309856008377144,-3.90875585080935,9.27726623013883e-05,0.000514334941851095
"LOC_Os05g49970",3301.89879122439,-1.47883457324884,0.378378726064123,-3.90834492370013,9.29305678105542e-05,0.000515006270161389
"LOC_Os03g15050",1537.42879484068,-2.90672245286661,0.743766852947818,-3.90810970043397,9.30210704241461e-05,0.000515401068599804
"LOC_Os03g15570",1542.260645955,-1.59077221226958,0.407063415613191,-3.90792233164279,9.309322048845e-05,0.000515694038796888
"LOC_Os06g19970",160.754466930383,-3.0314967520127,0.775781367588027,-3.90766893698142,9.319087919405e-05,0.000515933863937509
"LOC_Os12g25370",42.7996827814103,3.144985501652,0.804825798413559,3.90765990336204,9.3194362550829e-05,0.000515933863937509
"LOC_Os07g43604",19.5936061843575,3.11117132004777,0.796367130776965,3.9067048347568,9.35633308063168e-05,0.00051764743737927
"LOC_Os03g62340",1263.36584980959,-1.09183797311185,0.279492178149274,-3.90650636572989,9.36401775690036e-05,0.00051786618252093
"LOC_Os10g42030",53.3319547482906,-2.08537572688299,0.533842461928887,-3.90635042283463,9.37006001217574e-05,0.00051809325415535
"LOC_Os09g09320",565.877983503979,-2.14020021862327,0.547965104783769,-3.90572355783095,9.39438606221349e-05,0.00051933097826567
"LOC_Os11g04954",186.50906554188,-1.40206875127274,0.358997868194774,-3.90550717842159,9.40279669363427e-05,0.000519688552643831
"LOC_Os10g16890",16.6290573206987,4.94059820216221,1.26550468168937,3.90405367411743,9.45947874918458e-05,0.000522713369296123
"LOC_Os12g38960",54.2489429605511,2.60169140115971,0.666433938096072,3.90389992531361,9.46549329926862e-05,0.000522937721898061
"LOC_Os03g40550",254.348321719333,-1.17955017309525,0.302259572131336,-3.90244108657284,9.52274206663966e-05,0.000525991921418272
"LOC_Os12g31370",39.0252440451441,1.85425243112623,0.475280720727869,3.90138364604089,9.56444310852303e-05,0.000528077259206856
"LOC_Os06g14030",112.849845812131,-2.31610525159322,0.593738048952463,-3.90088736216173,9.58407387332889e-05,0.000529051950804184
"LOC_Os06g22394",398.898632360794,-1.51540258775652,0.388579122953419,-3.89985590640746,9.62499540853615e-05,0.000531174913004655
"LOC_Os09g25490",11226.8764275182,3.48130958315781,0.892723409381535,3.89965082865879,9.63315121288213e-05,0.000531432152271906
"LOC_Os07g33850",965.212522129005,1.37037653871425,0.351415794677448,3.89958721113282,9.63568256497371e-05,0.000531462219559754
"LOC_Os12g37519",120.807151997098,2.76234200288147,0.708807063984589,3.89717053234888,9.73230904728165e-05,0.000536570494269664
"LOC_Os05g31570",64.0612988693173,-1.73151642118684,0.444358156791431,-3.89666847501927,9.75249733234532e-05,0.000537101562977665
"LOC_Os09g31140",470.491287485556,1.92606000612315,0.494290082491933,3.89661875555551,9.75449875765959e-05,0.000537101562977665
"LOC_Os04g16838",73.0567048694381,-1.41139614591621,0.362213929879266,-3.8965816317077,9.75599340735331e-05,0.000537101562977665
"LOC_Os10g21332",73.0567048694381,-1.41139614591621,0.362213929879266,-3.8965816317077,9.75599340735331e-05,0.000537101562977665
"LOC_Os11g40600",623.897958136384,-2.91769994644533,0.74903141600172,-3.89529715858892,9.80784117147253e-05,0.00053951192101957
"LOC_Os07g30960",859.580908633645,-2.1670158341034,0.556382999392966,-3.89482754948963,9.82686180257642e-05,0.000540447100492774
"LOC_Os07g46780",353.857096828511,-1.82230342630784,0.468068988986212,-3.89323682873065,9.89155004637751e-05,0.000543669500905663
"LOC_Os06g22100",16.720443121954,1.7429914912848,0.447734174187303,3.89291591254689,9.90464906167847e-05,0.000544277655153562
"LOC_Os01g54850",361.738049970383,-1.37699388822933,0.353871843076275,-3.8912219640276,9.97406369495725e-05,0.000547754614577743
"LOC_Os04g50670",97.4138976208068,1.0994924398514,0.282626158276824,3.89027132716596,0.000100132198166875,0.000549792139165382
"LOC_Os01g52180",8.82601643290664,-2.9751308770805,0.764848155294665,-3.88983206207029,0.000100313618394519,0.0005505622920541
"LOC_Os04g43390",197.620576994413,-2.50066775330234,0.642986261021891,-3.88914647931677,0.000100597390088736,0.000551830337667434
"LOC_Os05g50770",11.7452020406645,4.39938675013412,1.13128154609187,3.88885221838213,0.000100719420820913,0.000552336303235163
"LOC_Os01g69950",2335.82371598572,-1.44023746108084,0.370405182168479,-3.88827567867489,0.000100958918456555,0.000553536234062212
"LOC_Os02g15670",99.5924641207863,1.36954143165711,0.352245501340915,3.88803100804296,0.000101060718313356,0.0005539808603139
"LOC_Os06g42060",721.808875253684,-1.08585543465079,0.279345434940564,-3.88714222189391,0.000101431330501441,0.00055567090067497
"LOC_Os09g30454",24.2411348775138,-5.31091378799523,1.3663730062825,-3.88686966412244,0.000101545240308209,0.000556181054183511
"LOC_Os06g08041",271.205937127115,-8.09967178759043,2.0839003950095,-3.88678451570306,0.000101580851051184,0.000556262228965509
"LOC_Os12g19580",297.113684949105,-1.16670581982018,0.300195127830407,-3.88649152387078,0.000101703476080975,0.000556705852295945
"LOC_Os01g12220",229.823829461746,-1.92339527898324,0.495130019430515,-3.88462667077928,0.000102487248563505,0.000560308300483273
"LOC_Os02g01210",275.271253283059,-5.21903974970223,1.34354061077915,-3.88454186485333,0.000102523026517212,0.000560389396832382
"LOC_Os08g05720",15.1647269329365,4.96544097564466,1.27850962298685,3.88377286050019,0.000102847992885467,0.00056182133475777
"LOC_Os06g23290",9159.1337722216,-1.17650093118962,0.303076146869029,-3.88186580614683,0.000103658077074222,0.000565784477804546
"LOC_Os01g08140",141.403089635975,-1.89186944426041,0.487466533943862,-3.88102426017676,0.000104017463142413,0.000567514527699509
"LOC_Os07g06560",21.8066975082826,2.32546866850803,0.599286736253922,3.8803940214734,0.000104287379218948,0.00056887117602083
"LOC_Os06g14450",842.650338937563,-2.78900605603172,0.718894013349796,-3.87957891461069,0.000104637450237432,0.00057066441470704
"LOC_Os01g50520",5.57958750179473,4.89792358238097,1.26259004637652,3.87926674730045,0.000104771812892789,0.000571280747046964
"LOC_Os07g35310",557.49328360286,2.39276589369861,0.616820986489323,3.87919014772372,0.000104804807654299,0.000571344220374577
"LOC_Os06g48210",90.5418083872677,1.487956013819,0.383638906049728,3.87853262626636,0.000105088434300688,0.000572657056649534
"LOC_Os11g31060",125.473918066368,2.03821124508796,0.525636269753579,3.87760769637051,0.000105488635846643,0.000574603815291692
"LOC_Os01g49730",71.7285786852177,-1.30423285727881,0.336367619177018,-3.87740312361174,0.000105577345041766,0.000574852959694242
"LOC_Os02g13620",39.933351652246,-4.05807958344327,1.04693724811477,-3.87614404850976,0.000106124871517803,0.00057759907695898
"LOC_Os02g56510",430.200210120426,1.886264612401,0.486813260270154,3.87471904802722,0.000106747785040415,0.000580497896698978
"LOC_Os03g12470",300.277577365015,-1.16352190442093,0.30028870302121,-3.87467757766015,0.000106765964630575,0.000580497896698978
"LOC_Os08g38310",287.1503092749,-1.23206675226268,0.318027279239225,-3.87409141508236,0.00010702323658187,0.000581778488009855
"LOC_Os03g03990",640.454901215231,-1.11265781846056,0.287214823705672,-3.87395679688447,0.000107082404244771,0.000581900083496682
"LOC_Os05g47530",354.513382048038,1.00113871116219,0.258481433875269,3.87315520558931,0.000107435360852418,0.000583307734368365
"LOC_Os12g39780",36.1727586660555,-1.3666386372346,0.352931612262419,-3.87224773795114,0.000107836261633111,0.000585365594695784
"LOC_Os11g37700",77.70417458735,3.25810959064894,0.841533535684319,3.87163369312372,0.000108108334419668,0.000586604460704248
"LOC_Os07g43800",152.828354622488,1.92792286488332,0.497974804801033,3.87152692525001,0.000108155707491436,0.00058674252020293
"LOC_Os02g04369",47.7501739639285,-1.50546932926279,0.388911769659428,-3.87097909271591,0.000108399089878781,0.000587943654732753
"LOC_Os12g35460",941.710386680858,-1.06500160165656,0.27514224681175,-3.87073091827016,0.000108509514887301,0.000588423303673415
"LOC_Os05g05630",30.2694984078908,-5.41290517545906,1.39847238370959,-3.87058424500367,0.000108574826921987,0.000588658170035399
"LOC_Os11g09690",48.4988757667517,1.28917450780093,0.333083482524889,3.87042460955596,0.000108645953028116,0.000588924456892276
"LOC_Os11g31640",822.887738214255,-1.00580085080953,0.25995038180437,-3.86920320650446,0.000109191609973326,0.000591522720479107
"LOC_Os11g04960",96.5267962751006,-1.8415507510595,0.476023062915906,-3.86861665856897,0.000109454565913352,0.000592644376058428
"LOC_Os01g39330",225.192155509752,-2.80156916662853,0.724182938679426,-3.86859316478416,0.000109465110871608,0.000592644376058428
"LOC_Os03g15190",127.338364064667,1.30900622534908,0.338374028016671,3.86851861244086,0.000109498579317165,0.00059270564196036
"LOC_Os05g01350",1015.11810658471,2.18000757239258,0.563541169008967,3.86840872021169,0.000109547930341156,0.000592852836611644
"LOC_Os06g05284",95.3163323941315,3.00934339037785,0.777974867821125,3.86817558619358,0.0001096526969748,0.000593140349928737
"LOC_Os12g15450",40.0625723318508,2.28216607864204,0.589989274019927,3.86814842088971,0.000109664910767349,0.000593140349928737
"LOC_Os08g38170",2696.66169080471,4.08055469859344,1.05491322376751,3.86814252268087,0.000109667562830672,0.000593140349928737
"LOC_Os12g16260",72.877307000832,-2.14930111183793,0.555685045257321,-3.86784047939001,0.000109803454117929,0.000593755298783206
"LOC_Os02g33330",949.041908814406,1.38317913346017,0.357816370022009,3.86561166381263,0.000110811135339147,0.000598727814900452
