"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC_Os08g32930",763.257507395438,-3.68280928882125,0.701577575902891,-5.24932582698596,1.52656857321573e-07,1.94390243281266e-06
"LOC_Os11g41875",407.527206293262,-1.21728167731633,0.231903875105349,-5.24907863986037,1.52861814869108e-07,1.94390243281266e-06
"LOC_Os04g51300",1776.05266889954,-2.3849644258515,0.454393865318285,-5.24867214961392,1.53199438875138e-07,1.94727039740769e-06
"LOC_Os01g63260",92.6538213382911,-1.00247413408519,0.191000714764039,-5.24853603466163,1.53312654765935e-07,1.94778413623806e-06
"LOC_Os01g13770",8078.90013972403,-2.06969310905257,0.394442046405324,-5.24714119073851,1.54477512345531e-07,1.96165178942431e-06
"LOC_Os09g06230",782.262604326209,-1.33484550563157,0.254416865928042,-5.24668638127596,1.54859178338706e-07,1.96556554821178e-06
"LOC_Os09g01600",284.006495623376,-1.46596149604045,0.279411980150127,-5.24659499300206,1.5493597929874e-07,1.96560790048226e-06
"LOC_Os05g34970",16.4835485797246,2.48031768742441,0.472759029548492,5.2464734302235,1.55038195422306e-07,1.96597249133612e-06
"LOC_Os10g39610",20.0005016423231,7.51284229578956,1.43212029432973,5.24595756762583,1.55472684764392e-07,1.96961512952466e-06
"LOC_Os01g11700",83.0996248154354,4.58957302004128,0.875413718974869,5.24274742394462,1.5820303456138e-07,2.00230860582984e-06
"LOC_Os01g46970",1477.64827299178,1.57069182494048,0.299631433535352,5.24207959895223,1.58776843302245e-07,2.00862090751531e-06
"LOC_Os12g44240",822.457335462539,1.2361563721574,0.235820275961582,5.24194269180985,1.58894725017076e-07,2.00916222238038e-06
"LOC_Os07g32880",10636.2229180288,-3.25718968259089,0.621560198955291,-5.24034468111942,1.6027694098872e-07,2.02568249083335e-06
"LOC_Os10g36030",171.666106573134,2.04609470683404,0.390483399477013,5.23990189998971,1.60661981655015e-07,2.02959017052011e-06
"LOC_Os03g61600",814.38178203732,1.05560030024062,0.201505215794338,5.23857556778082,1.61820714790459e-07,2.04229954949694e-06
"LOC_Os04g57310",116.373371686586,-2.35539302183351,0.449645279908141,-5.23833592185088,1.62030938556399e-07,2.04268900600693e-06
"LOC_Os08g02210",1586.40060295427,-3.45627719846575,0.659811547137736,-5.23827934424472,1.62080608452411e-07,2.04268900600693e-06
"LOC_Os05g29760",4002.49225337725,-1.46145784142,0.279012557639889,-5.23796439049976,1.62357377875668e-07,2.04521374879538e-06
"LOC_Os05g48650",490.778252779833,1.80790556191907,0.345171467554849,5.23770279949861,1.62587601499931e-07,2.04618714286555e-06
"LOC_Os12g08220",280.98896460599,-2.71182858676012,0.51779904100136,-5.23722211133449,1.63011473586138e-07,2.04959350905579e-06
"LOC_Os05g44630",574.27891212093,3.06608217139108,0.585587146975772,5.23591097794012,1.64173073695618e-07,2.06322910277124e-06
"LOC_Os01g64256",221.932581508135,-1.03166940653541,0.197064039808851,-5.23519870766941,1.64807461179261e-07,2.07022931047526e-06
"LOC_Os11g48080",112.256081724118,-1.72980424492263,0.330483530178644,-5.2341617265695,1.6573529336569e-07,2.08090732486739e-06
"LOC_Os10g11140",1976.34343382327,-1.95948245911388,0.374584893621202,-5.23107710022977,1.68525197485351e-07,2.11395226625319e-06
"LOC_Os11g27799",65.376013714991,-1.2927623802725,0.247245020366067,-5.22866902782694,1.7073469701783e-07,2.13865990328139e-06
"LOC_Os05g03400",49.4200790490542,1.59940294471684,0.305906371636432,5.2284067708721,1.70977012316481e-07,2.14069300025258e-06
"LOC_Os03g37640",1046.143673946,-1.93449196225946,0.370046059220768,-5.22770588702674,1.71626234775392e-07,2.14781643482245e-06
"LOC_Os12g40540",109.534825830345,-2.16098600789729,0.413414093208205,-5.22717063447803,1.72123638900052e-07,2.15303416662449e-06
"LOC_Os09g06560",167.311868981482,-1.09753512840154,0.209973928870807,-5.22700667794252,1.72276280500102e-07,2.15393652386015e-06
"LOC_Os07g36190",1514.1507671638,-1.697787217877,0.324823473589276,-5.22679964941132,1.72469208589709e-07,2.1553414969763e-06
"LOC_Os02g22570",67.6221618547166,-1.731628862122,0.331387179657335,-5.22539485055685,1.73783857003844e-07,2.16974376014691e-06
"LOC_Os05g30580",251.042000270297,5.17903548376441,0.991389230932598,5.22401829894047,1.75081466118612e-07,2.18358033250207e-06
"LOC_Os05g33310",2511.01953558385,1.23811809297136,0.237092118807584,5.22209721351459,1.76908049900488e-07,2.20463520406961e-06
"LOC_Os12g42960",119.146507599793,1.36924818932739,0.262264207363539,5.2208732678089,1.78081380780995e-07,2.21719191446082e-06
"LOC_Os12g01960",49.9325769298646,2.40668593089887,0.461348481063741,5.21663347704044,1.8220429148389e-07,2.26430934646677e-06
"LOC_Os10g31856",1498.31972562595,1.03241596736044,0.197920076696938,5.21632764391713,1.82505235481524e-07,2.26699632337217e-06
"LOC_Os03g53300",781.252597304575,-3.01708264754373,0.578463975029436,-5.21567941614723,1.83144689926344e-07,2.27388367687668e-06
"LOC_Os01g64190",491.18939752439,1.00116008666551,0.191959279530148,5.2154815808645,1.83340278640803e-07,2.27525625942177e-06
"LOC_Os09g20000",1752.23471258309,2.11331059420785,0.405235458363117,5.21501894909252,1.83798445392504e-07,2.27988465689469e-06
"LOC_Os05g12550",71.3006429711097,1.3672540052366,0.262249886050316,5.21355423954034,1.8525632953545e-07,2.29477701530116e-06
"LOC_Os11g01439",2384.55421205039,-3.46013096480068,0.663979004656887,-5.21120538530991,1.87617603323827e-07,2.32080286386145e-06
"LOC_Os02g56250",7507.02770662624,-2.36454506195639,0.453804075126322,-5.21049763887244,1.88334777619321e-07,2.32854324038233e-06
"LOC_Os10g33990",1250.53573333918,1.42636653941785,0.27375289556802,5.21041626412109,1.88417406018379e-07,2.32854324038233e-06
"LOC_Os07g46460",12827.6546642003,-3.44449530674391,0.661320075956571,-5.20851465421127,1.90358319651046e-07,2.35035865278421e-06
"ChrSy.fgenesh.gene.26",21.4113322454106,2.47999419348752,0.476390663867311,5.20579931889319,1.93163311794712e-07,2.38186143938547e-06
"LOC_Os02g40240",1134.62648576211,-3.61103380733227,0.693855304149827,-5.20430381627886,1.94725211864326e-07,2.39874206659388e-06
"LOC_Os03g11690",75.3817182017736,1.2797039150047,0.245932703561208,5.20347191111249,1.95599328624855e-07,2.40840112134681e-06
"LOC_Os06g40640",7736.41167595949,-3.88177320538891,0.746184284970398,-5.20216424223261,1.96981021079753e-07,2.42429816007813e-06
"LOC_Os04g16872",2495.22029290314,-4.39124498028024,0.84442241263497,-5.20029420651878,1.98973317210643e-07,2.44769198863815e-06
"LOC_Os09g36520",1089.53734703201,-1.3252215186412,0.254881327564168,-5.19936682418437,1.99968540742907e-07,2.45767490864365e-06
"LOC_Os07g01760",7584.68272391326,-3.9083940726089,0.751909811169875,-5.19795594438106,2.01491864688372e-07,2.47474466879742e-06
"LOC_Os08g10250",45.0052108473215,-4.6242965873748,0.889842761963928,-5.19675698341216,2.02795190063724e-07,2.48670398961733e-06
"LOC_Os06g30901",351.264753265348,-1.2232819748487,0.235408908495957,-5.19641326517477,2.03170327742017e-07,2.490143684656e-06
"LOC_Os12g43340",320.867374555345,-3.55417118028971,0.683977252301095,-5.19632950998364,2.03261840607292e-07,2.490143684656e-06
"LOC_Os03g08200",109.800984762878,4.95463674517735,0.953770269899399,5.19479050830547,2.04950498068512e-07,2.50968216307602e-06
"LOC_Os03g63480",5062.00426493543,-1.79566614205611,0.345822808673814,-5.19244566008315,2.07549458235858e-07,2.53802253407615e-06
"LOC_Os11g47930",161.043566932121,-1.24960800962302,0.240833820497565,-5.18867328119165,2.11797620948724e-07,2.58642498681153e-06
"LOC_Os05g29800",101.582745086704,3.03246946869032,0.584458150077626,5.18851429873561,2.1197848765504e-07,2.58745274438789e-06
"LOC_Os04g42600",9123.32111161239,1.13233072304557,0.218345000791425,5.18597045474484,2.14892878345708e-07,2.62183030233369e-06
"LOC_Os05g28200",1401.24311171268,-1.05397756019977,0.2032522269182,-5.18556463651418,2.15361376525252e-07,2.62634867379656e-06
"LOC_Os09g10750",1145.73866862135,-2.30642277867289,0.444964751404425,-5.18338311381569,2.17896805324432e-07,2.65605782380889e-06
"LOC_Os11g07020",58658.1461856387,-3.80839826421074,0.734776929710551,-5.18306728235326,2.18266255655873e-07,2.65934969778167e-06
"LOC_Os03g04390",271.200898868756,-1.58832960777736,0.306490693814859,-5.18230941372991,2.19155258663129e-07,2.66775163821233e-06
"LOC_Os07g46540",588.178380610212,2.12662492884819,0.410384592248196,5.18202917219179,2.19484875825479e-07,2.6705490393754e-06
"LOC_Os01g51360",2641.76852286874,-1.75842774104622,0.339393925975812,-5.18108194184815,2.20602548099882e-07,2.68292808043657e-06
"LOC_Os02g42880",145.490516841054,2.24174071027152,0.432715362526406,5.18063582763303,2.21130837919943e-07,2.6881311673721e-06
"LOC_Os10g25430",271.27286940463,-4.0874652694973,0.789029441723318,-5.18037103985609,2.21444978323383e-07,2.69072744778403e-06
"LOC_Os10g37330",347.926186022771,-2.55600730787634,0.493418886307921,-5.18019755385133,2.21651033395109e-07,2.69200864708104e-06
"LOC_Os06g40970",23.0150872675869,2.49042946637344,0.480881649643513,5.1788823054896,2.23219235240282e-07,2.70614130407295e-06
"LOC_Os02g46750",587.243480393058,-1.18929860994791,0.229653442037483,-5.17866660040656,2.23477446724804e-07,2.70804463975039e-06
"LOC_Os06g15990",7938.54205040679,-1.74331870617796,0.336691747453104,-5.17778864306965,2.24531393662784e-07,2.71958441323742e-06
"LOC_Os10g40740",1411.05541803736,-3.43644413487324,0.663816893535068,-5.17679524028519,2.25729719285845e-07,2.73286170552582e-06
"LOC_Os03g20640",1192.60696974482,-2.45953678999964,0.475124183732334,-5.17661881716644,2.25943180810031e-07,2.73420884023211e-06
"LOC_Os04g39140",314.049091738142,-1.9196375398461,0.370935993752891,-5.17511800465748,2.27766979204641e-07,2.7537882040666e-06
"LOC_Os03g04940",237.121133126346,-1.00063574293752,0.193359647936172,-5.17499774962266,2.27913727960793e-07,2.75431784341417e-06
"LOC_Os10g18400",293.012507811449,7.96524817210945,1.539333287472,5.17447926120699,2.28547492743096e-07,2.76072989428185e-06
"LOC_Os12g12854",51.691077248525,-1.70373325628882,0.329284989437412,-5.1740386320059,2.29087425873044e-07,2.76475560065816e-06
"LOC_Os08g05540",852.524139930763,1.5940571165745,0.308108568151107,5.17368642534056,2.29519894907189e-07,2.76872601809592e-06
"LOC_Os07g44890",78.7918039614702,-3.462618522572,0.669318117617896,-5.17335244845226,2.29930708446932e-07,2.77243174186845e-06
"LOC_Os02g29960",672.797337311335,-2.31860674211761,0.448281650513552,-5.17220979145904,2.31341632145785e-07,2.78818770706875e-06
"LOC_Os05g11064",732.596041319981,-2.19509934204083,0.424419562223968,-5.17200321902803,2.31597593764595e-07,2.79001585716591e-06
"LOC_Os08g21879",247.164747934207,-1.37054879650807,0.265092559741748,-5.1700764361069,2.33998265216013e-07,2.8176676796218e-06
"LOC_Os01g57700",13.1256380861792,-3.10791716719154,0.601263539879134,-5.16897659854161,2.35379365924622e-07,2.83174924221187e-06
"LOC_Os02g14970",76.1122166161371,1.15724712618626,0.223903341447815,5.16851208518465,2.35965032541293e-07,2.83751928569655e-06
"LOC_Os03g63490",157.606511224041,-2.53821871832442,0.49121287820817,-5.1672479100777,2.37566065311311e-07,2.85548860892607e-06
"LOC_Os06g49440",421.984123076662,-1.15704804045501,0.223955367003627,-5.16642247040356,2.38617113453599e-07,2.86683407614032e-06
"LOC_Os01g06010",1684.07800630916,-1.51698995663256,0.29364519449741,-5.16606430161056,2.39074572948479e-07,2.87104096670085e-06
"LOC_Os01g49670",312.197422411755,-1.00724378707704,0.195014268248913,-5.16497483041298,2.40471279107122e-07,2.88651841354426e-06
"LOC_Os04g52440",1509.72429676454,6.0669351063785,1.17467824160404,5.16476332965359,2.40743336088635e-07,2.8884882064518e-06
"LOC_Os01g12130",48.9504128082118,-6.52343821391504,1.26312663430526,-5.16451639665017,2.41061346420093e-07,2.89100734415779e-06
"LOC_Os06g49110",2735.54156104222,-1.22008288837363,0.236278399588264,-5.16375128026826,2.42049273249924e-07,2.90025542099192e-06
"LOC_Os03g28140",451.089661614163,-1.0300482259112,0.199496914850578,-5.16322884833937,2.42726089197215e-07,2.90706322406476e-06
"LOC_Os03g24860",627.417194978916,-1.52780584407487,0.29595041010677,-5.16237109968419,2.43841278357323e-07,2.91731077958e-06
"LOC_Os12g03070",882.830256546735,-2.63860789510593,0.511125719043315,-5.16234616415833,2.43873771835957e-07,2.91731077958e-06
"LOC_Os01g03320",1021.34439141516,-8.05489232804049,1.56037350207523,-5.16215657169762,2.44120966583047e-07,2.91731077958e-06
"LOC_Os08g44810",1859.22681243551,-2.20047160648448,0.426269967353718,-5.16215491357506,2.44123129546445e-07,2.91731077958e-06
"LOC_Os02g47020",9475.48560186307,-3.8096878994206,0.738003815407961,-5.16215203754014,2.44126881278203e-07,2.91731077958e-06
"LOC_Os02g28220",62.8617032368476,3.35226598741313,0.649436761234274,5.16180510176549,2.44579861123343e-07,2.91982051639491e-06
"LOC_Os01g48360",113.141000018037,2.37728845739971,0.460555322454971,5.16178695911639,2.44603571565444e-07,2.91982051639491e-06
"LOC_Os11g30290",31.8538537818486,5.98401484372697,1.15941320201535,5.16124435475227,2.45313722850328e-07,2.926265701553e-06
"LOC_Os09g30340",15072.8481185807,-2.91443085315266,0.564720852370457,-5.1608344918009,2.4585146451053e-07,2.93137334422627e-06
"LOC_Os05g46110",105.417922953366,1.0799874018013,0.209293857257652,5.16014858702601,2.4675392241831e-07,2.94082313952085e-06
"LOC_Os08g09670",341.565131714908,1.01801447405224,0.197376264877777,5.15773502291492,2.49955007013205e-07,2.97632228199614e-06
"LOC_Os08g07880",291.543321159602,-2.0224154692405,0.392143129782197,-5.15734005174026,2.50482658199789e-07,2.98127847099357e-06
"LOC_Os07g08290",499.906481893152,-2.69635969971185,0.522984391553147,-5.15571734694464,2.52661780722459e-07,3.00454160222672e-06
"LOC_Os08g06620",32.9645459377358,-1.52000562377775,0.294882524141101,-5.15461412372619,2.54153739267665e-07,3.01959922195632e-06
"LOC_Os02g24020",493.085419536542,-1.33450427532343,0.258970193897607,-5.15311918811425,2.5618902042276e-07,3.04242939655188e-06
"LOC_Os11g01370",1596.66875546861,2.06111793404026,0.400063466848529,5.15197738567974,2.57754123624583e-07,3.05569413649806e-06
"LOC_Os02g45010",242.622831039036,2.58961184312932,0.502773597253111,5.15065201768268,2.59582429251412e-07,3.07318029958e-06
"LOC_Os03g01870",16.4615918851831,4.33778466441123,0.84225040699291,5.15023160380349,2.60164990089527e-07,3.07770018527675e-06
"LOC_Os02g37000",579.739644078335,1.34867582654289,0.262092093768897,5.14580889163373,2.66370495548917e-07,3.14519372414246e-06
"LOC_Os02g53330",827.658227972208,-1.62006691427367,0.314897708343316,-5.14474024849807,2.67891217154934e-07,3.15896756553434e-06
"LOC_Os01g05310",82.3432629870737,2.30356274277855,0.447795270572708,5.14423196080746,2.68617470160308e-07,3.16613613727277e-06
"LOC_Os05g09724",642.781702650449,3.51090336958352,0.682824652119986,5.14173493690234,2.72212980806043e-07,3.20710282450307e-06
"LOC_Os09g20390",2717.77043117584,-4.34552695541586,0.845352153148075,-5.14049315333639,2.7401830960021e-07,3.2269515368236e-06
"LOC_Os02g57720",1126.64346949908,-3.84823722390784,0.748643584193337,-5.14027944025502,2.74330173847329e-07,3.2292028734972e-06
"LOC_Os09g36010",183.564315144413,1.2920535677231,0.25140910162636,5.13924738350693,2.7584105046262e-07,3.24270788496391e-06
"LOC_Os01g45274",42268.7985097576,-5.37385594737379,1.04580017486834,-5.13851123428082,2.76923641282242e-07,3.25400480726731e-06
"LOC_Os04g46990",145.483922729083,-7.98696475542365,1.55476281887226,-5.13709529098268,2.79017494670712e-07,3.27716948525442e-06
"LOC_Os08g09890",19.7615263988368,2.70344236334808,0.526346861183752,5.13623726617852,2.80293746449993e-07,3.29071499781308e-06
"LOC_Os05g05670",35.6843224296591,-4.34682882039452,0.846373426537263,-5.13582856467806,2.80903641802774e-07,3.29601378817246e-06
"LOC_Os01g74360",30.6908533678591,1.49942809875643,0.291957809758764,5.13576978809152,2.8099145802143e-07,3.29601378817246e-06
"LOC_Os09g24970",481.238899844326,-1.67038261155551,0.325289098485407,-5.13507098557267,2.82037550057785e-07,3.30683465790802e-06
"LOC_Os07g05870",266.439141324167,-1.53926453532331,0.299789396081749,-5.13448626082682,2.82915759428665e-07,3.31422682104789e-06
"LOC_Os07g09890",156.91266925991,-1.48449841732131,0.28915145701937,-5.13398214424998,2.83675021190492e-07,3.32166690020692e-06
"LOC_Os10g28350",88.0232504379273,2.74416852423515,0.534586213976727,5.13325718563071,2.84770348931985e-07,3.33303388277524e-06
"LOC_Os02g17920",1088.79787902263,-3.2961393329139,0.642193223792309,-5.13262864009898,2.85723312448054e-07,3.34272538166163e-06
"LOC_Os02g44040",51.3806799041096,4.28352961060802,0.834656952144961,5.13208402517933,2.86551514982587e-07,3.35094944706035e-06
"LOC_Os01g67730",238.324145092587,-1.29358912125172,0.252091784423734,-5.1314211774445,2.87562643764371e-07,3.36130454196571e-06
"LOC_Os02g22100",1806.54938027661,-2.90934049092093,0.567005763616607,-5.13105981915229,2.88115321338431e-07,3.36583896609013e-06
"LOC_Os07g32010",1583.26250647231,2.09904910148408,0.409091372679394,5.13100310020255,2.88202162928409e-07,3.36583896609013e-06
"LOC_Os01g58020",984.12513382806,-4.40064868157712,0.857862570986149,-5.12978282351028,2.90076645078742e-07,3.38477571553721e-06
"LOC_Os09g26660",2573.3615997782,1.29610755728462,0.252789052962317,5.12722976765068,2.94036584323817e-07,3.42649949920211e-06
"LOC_Os03g44820",354.015618539822,-1.47985567017925,0.288742071023537,-5.12518201775529,2.97250441322333e-07,3.4594314084473e-06
"LOC_Os04g50730",226.146171950613,1.22911160345459,0.239853961609018,5.12441652082504,2.98460544918819e-07,3.47200449558605e-06
"LOC_Os09g25330",723.946563258703,1.86080626453851,0.363189401019754,5.12351478130634,2.99892124564285e-07,3.48607655709635e-06
"LOC_Os02g49720",8126.17801096766,3.81021022918118,0.743686869367564,5.12340661926895,3.00064284670311e-07,3.48611376493219e-06
"LOC_Os03g14630",581.007639650041,4.48384728299458,0.87526831634719,5.12282599432741,3.00990090219334e-07,3.49535193312001e-06
"LOC_Os05g01940",1202.56705494206,-1.50382829680958,0.293629661027096,-5.121513581255,3.03092905026884e-07,3.51824458433809e-06
"LOC_Os04g31350",176.636134603715,4.13202708184841,0.806859989530415,5.12112031264955,3.03725777276967e-07,3.52406196739919e-06
"LOC_Os03g07400",90.0938052291779,-3.3989578730214,0.663789504072028,-5.12053573033383,3.04668882022716e-07,3.53194133769489e-06
"LOC_Os04g40530",135.912401994767,-3.19275900638826,0.623580569025758,-5.12004248525002,3.05466831564966e-07,3.53965809673115e-06
"LOC_Os02g55090",382.723380570412,1.05096081009939,0.205267404610635,5.11995955759719,3.05601186162893e-07,3.53968196405817e-06
"LOC_Os03g27170",65.2266145667401,-1.4268048160969,0.278706388371489,-5.11938324928207,3.06536464995386e-07,3.5489786488172e-06
"LOC_Os05g09670",23.6132193194233,1.77446564545149,0.346686346223188,5.1183603415092,3.0820333130867e-07,3.56519166990694e-06
"LOC_Os05g07000",308.189237395272,1.83118771919871,0.357850730761882,5.1171831207387,3.10132488646853e-07,3.58595715913362e-06
"LOC_Os11g16550",1451.89994659296,-1.33069690573244,0.260074012087868,-5.11660851866603,3.11078340440645e-07,3.5922365458912e-06
"LOC_Os03g17590",132.253860444619,-1.17789654636122,0.230216055864816,-5.11648304431421,3.11285253815057e-07,3.5930751730266e-06
"LOC_Os02g12460",45.3079439928266,1.61813030277528,0.316321865356897,5.11545511072903,3.12985377614525e-07,3.61114133827263e-06
"LOC_Os09g31506",131.65555555686,-3.86646034042738,0.756376691877989,-5.11181846551543,3.19072369859063e-07,3.67819919342917e-06
"LOC_Os02g07340",545.835750398425,-1.33234636732357,0.260667101458143,-5.11129467382179,3.19958450784311e-07,3.68682528388675e-06
"LOC_Os05g32820",2903.26442288485,-1.92614590327519,0.377078037704331,-5.10808297137021,3.2544374767685e-07,3.74680417936394e-06
"LOC_Os04g21350",558.939096610056,-6.12860555332584,1.20002815722608,-5.1070514607694,3.27224655442061e-07,3.76568726064851e-06
"LOC_Os10g32070",16.8141971498298,2.3295084896005,0.456154447959201,5.10684155338732,3.27588211802387e-07,3.76825029878963e-06
"LOC_Os07g36690",25.5315908426099,5.0198602422999,0.983212914015732,5.10556784877582,3.29802624779343e-07,3.7920924059287e-06
"LOC_Os11g17290",5583.94522022761,-1.09837779714231,0.215151187855376,-5.10514400636561,3.30542699778631e-07,3.79883144980894e-06
"LOC_Os08g05810",162.464108633395,1.03946936188136,0.203617428256817,5.10501174079414,3.30773977901728e-07,3.79883144980894e-06
"LOC_Os09g07510",3860.23423419853,-1.00687195399547,0.197254121659758,-5.10444063486908,3.31774402232693e-07,3.8075082378797e-06
"LOC_Os02g47744",515.926141506421,-1.51326489306258,0.296524861344721,-5.10333226765548,3.33724305934108e-07,3.825675890991e-06
"LOC_Os04g59340",349.820669398821,-1.05930946272953,0.20760353765265,-5.10255978634574,3.35089836827144e-07,3.8396846570223e-06
"LOC_Os11g29500",899.459179692308,-1.14742951429803,0.224961676885145,-5.10055548209598,3.38658086684556e-07,3.87725107716387e-06
"LOC_Os04g50760",258.919573446131,1.85610817301053,0.363971026789388,5.09960418933172,3.40364475900019e-07,3.89345528737961e-06
"LOC_Os03g01200",889.559110174614,-1.75190818377643,0.343901662421865,-5.09421260554232,3.50193611876649e-07,4.00076015344647e-06
"LOC_Os06g40750",107.97104537653,-1.26629441004844,0.248583527809062,-5.0940399036459,3.50512941877519e-07,4.00269922017708e-06
"LOC_Os01g09360",11.7944221341474,2.01375742198795,0.395389873132428,5.09309306794886,3.52268664749988e-07,4.02103259131855e-06
"LOC_Os07g08090",44.7488506497599,1.80528074429885,0.354521014570213,5.09216850371309,3.53991279231476e-07,4.03897256593491e-06
"LOC_Os07g13360",128.61707847234,1.24180804731499,0.243941492045715,5.09059790075511,3.56936223539403e-07,4.06737035648222e-06
"LOC_Os02g45630",26.1110069096176,1.54035437280465,0.302596285888243,5.09046027542302,3.5719540048982e-07,4.06859094742683e-06
"LOC_Os10g21230",376.928312788518,-3.25846054952798,0.64013601917041,-5.09026277532518,3.57567651392342e-07,4.07109790666107e-06
"LOC_Os01g11620",2171.48303380313,3.68601707924943,0.724548732134001,5.08732803712604,3.63143402554893e-07,4.13106499947224e-06
"LOC_Os02g46920",1541.4631933045,-1.10767259764665,0.217805725710186,-5.08559907704416,3.66467461677772e-07,4.16356832469234e-06
"LOC_Os03g04360",267.060730394085,7.11576040565524,1.3995304723515,5.08439119135382,3.68807118886944e-07,4.18723141625137e-06
"LOC_Os08g37630",1351.11242064056,1.96872411026096,0.387213187184603,5.08434158602758,3.68903511216783e-07,4.18723141625137e-06
"LOC_Os06g47340",11116.9276310311,1.32051979999924,0.259742303001515,5.08396123673216,3.69643408668024e-07,4.19253032739366e-06
"LOC_Os05g23340",769.65343045846,1.31962547626379,0.259583785501821,5.08362058790662,3.70307291990488e-07,4.19828046800741e-06
"LOC_Os05g05030",93.0531988733619,-4.48164014915747,0.881780246411294,-5.08249098048753,3.72517004959577e-07,4.22154383087609e-06
"LOC_Os05g39050",454.952612635065,-1.68418489632451,0.331399290529259,-5.08204134545608,3.73400107173365e-07,4.22912303786896e-06
"LOC_Os11g35710",935.855108164595,-1.15048460205056,0.226384684008794,-5.08198956606918,3.73501933715217e-07,4.22912303786896e-06
"LOC_Os08g45190",1464.7020433432,-2.35873070633323,0.4642216309198,-5.08104437455809,3.75365412498981e-07,4.24842511709929e-06
"LOC_Os03g26820",4574.84980239532,-1.2789404779556,0.251729858355289,-5.08060699001592,3.76230765366933e-07,4.25641875609204e-06
"LOC_Os02g49740",12.8781303463503,2.9730284569619,0.585319964767686,5.07932179990119,3.78784631756609e-07,4.28350025666941e-06
"LOC_Os03g49820",59.1263877776991,1.48798159231253,0.29304170989077,5.07771263301449,3.82005883114658e-07,4.3181028342272e-06
"LOC_Os01g65260",638.409313689604,-3.00351243495184,0.591660348225337,-5.07641325628929,3.84626268979781e-07,4.34492498449765e-06
"LOC_Os04g40670",528.507434974463,-3.02893226895238,0.596672275105942,-5.07637508113574,3.84703516529935e-07,4.34492498449765e-06
"LOC_Os06g32910",402.21142992324,-5.95137175315837,1.17290292096373,-5.07405314351878,3.89430218213563e-07,4.39645355211902e-06
"LOC_Os01g06560",472.107853623713,3.90893751624832,0.77063038751468,5.07238953923791,3.92851178067623e-07,4.43133478936649e-06
"LOC_Os02g30410",1655.39188165815,-1.14257240999973,0.225286275897108,-5.07164675455667,3.94387953982027e-07,4.44523324981415e-06
"LOC_Os02g58400",16.3302289562665,-1.77742485531633,0.3504639843906,-5.07163341878618,3.94415597812034e-07,4.44523324981415e-06
"LOC_Os09g24230",219.565463995026,-1.02575825963919,0.202259498931675,-5.07149609811748,3.94700359746461e-07,4.44656961068477e-06
"LOC_Os10g02840",233.987418015515,4.77543041920606,0.941956014628638,5.06969576609026,3.98452108616643e-07,4.48505873712533e-06
"LOC_Os05g38170",386.863246700372,-1.04808754774198,0.206859449231188,-5.06666507929557,4.04845670404174e-07,4.5493703306737e-06
"LOC_Os02g07830",68.5245391756715,-1.4583824703241,0.287931247606712,-5.06503716580327,4.08320680066211e-07,4.5860860425892e-06
"LOC_Os06g33320",1032.30218989179,-1.13805539306745,0.2246947999077,-5.06489421889131,4.08627191117232e-07,4.5860860425892e-06
"LOC_Os01g27340",43.6066422480251,3.40319544734002,0.67198741761161,5.06437376377629,4.0974504326784e-07,4.59670372229531e-06
"LOC_Os06g45660",534.258892330964,-1.27807790772683,0.252397759655351,-5.06374505650147,4.11099338566224e-07,4.60996391562359e-06
"LOC_Os05g30220",563.004883817553,-2.29703502356913,0.453743121970627,-5.06241287712088,4.13983265684477e-07,4.64035871665432e-06
"LOC_Os04g34240",38.693202893274,-3.22796031377641,0.637734720264675,-5.06160353389059,4.15744868621205e-07,4.6581531427257e-06
"LOC_Os12g33120",435.237067677072,-9.13488075834686,1.80493886346739,-5.06104718738132,4.16959995330639e-07,4.6698123210827e-06
"ChrSy.fgenesh.gene.50",164.944987888911,-1.41578107008651,0.279769918653665,-5.06051928992102,4.18116153723223e-07,4.67884391845193e-06
"LOC_Os09g20024",492.862385820878,-1.03293591392704,0.204147354794484,-5.05975654187094,4.19792127617961e-07,4.69563468501093e-06
"LOC_Os01g13570",826.189178748773,-3.75536515141769,0.74225307909898,-5.05941336878834,4.20548288605359e-07,4.70212704133932e-06
"LOC_Os08g31569",139.827695575385,-1.63505582205227,0.323191917120695,-5.05908636768804,4.21270038184923e-07,4.70822938248781e-06
"LOC_Os05g01470",877.599924543964,-2.34666272933539,0.463967484654481,-5.05781721122757,4.24082629059121e-07,4.73570735521947e-06
"LOC_Os02g47190",68.8981948862843,-2.10454168797351,0.416189063899961,-5.05669627224848,4.2658181317335e-07,4.75976210832769e-06
"LOC_Os07g29600",1102.9129417833,1.47537689377545,0.291956727990454,5.05340946903505,4.3399207608844e-07,4.8322480182365e-06
"LOC_Os07g48890",231.656633909881,1.00134912505079,0.198232163966979,5.05139582301888,4.38593124152494e-07,4.87738887357611e-06
"LOC_Os04g45070",14668.2392728798,-2.35753409122961,0.466793049731269,-5.0504909886444,4.40675901014982e-07,4.89851450251635e-06
"LOC_Os11g45710",687.043367630935,-2.21226814939054,0.438104943718854,-5.0496306446846,4.42665115477973e-07,4.91664048545156e-06
"LOC_Os01g54380",71.4016108884696,1.13455872895998,0.224681699572358,5.04962678811588,4.42674051781014e-07,4.91664048545156e-06
